"date","open","high","low","close","volume","barCount","average"
"2020-06-01 10:02:00",23672.37,23674.15,23664.64,23670.58,0,0,30.0
"2020-06-01 10:03:00",23673.31,23689.08,23673.31,23686.86,0,0,30.0
"2020-06-01 10:04:00",23686.73,23689.29,23655.41,23656.83,0,0,29.0
"2020-06-01 10:05:00",23653.81,23667.09,23647.23,23655.73,0,0,30.0
"2020-06-01 10:06:00",23652.52,23657.57,23645.23,23649.84,0,0,30.0
"2020-06-01 10:07:00",23648.67,23648.9,23640.17,23644.82,0,0,30.0
"2020-06-01 10:08:00",23645.1,23666.35,23645.1,23654.14,0,0,30.0
"2020-06-01 10:09:00",23654.82,23688.07,23654.82,23675.6,0,0,29.0
"2020-06-01 10:10:00",23676.2,23682.81,23669.46,23675.73,0,0,30.0
"2020-06-01 10:11:00",23674.77,23685.28,23672.83,23676.34,0,0,30.0
"2020-06-01 10:12:00",23675.04,23675.04,23660.77,23665.6,0,0,30.0
"2020-06-01 10:13:00",23666.71,23676.34,23665.57,23672.16,0,0,28.0
"2020-06-01 10:14:00",23672.45,23681.56,23672.44,23677.33,0,0,30.0
"2020-06-01 10:15:00",23681.36,23692.57,23676.82,23676.82,0,0,30.0
"2020-06-01 10:16:00",23674.14,23676.39,23668.07,23672.9,0,0,28.0
"2020-06-01 10:17:00",23672.53,23676.35,23664.18,23670.52,0,0,30.0
"2020-06-01 10:18:00",23671.51,23673.89,23663.43,23665.48,0,0,30.0
"2020-06-01 10:19:00",23664.86,23668.98,23661.01,23668.98,0,0,27.0
"2020-06-01 10:20:00",23663.4,23669.73,23657.1,23659.31,0,0,30.0
"2020-06-01 10:21:00",23661.23,23661.66,23646.82,23650.44,0,0,30.0
"2020-06-01 10:22:00",23649.97,23650.07,23638.02,23646.09,0,0,29.0
"2020-06-01 10:23:00",23648.24,23650.77,23639.36,23650.77,0,0,30.0
"2020-06-01 10:24:00",23651.68,23654.33,23644.1,23650.68,0,0,29.0
"2020-06-01 10:25:00",23654.25,23688.85,23654.25,23686.36,0,0,29.0
"2020-06-01 10:26:00",23682.85,23686.36,23675.58,23677.42,0,0,29.0
"2020-06-01 10:27:00",23677.17,23680.82,23673.49,23679.87,0,0,30.0
"2020-06-01 10:28:00",23674.25,23704.24,23671.67,23701.59,0,0,30.0
"2020-06-01 10:29:00",23701.11,23708.06,23688.46,23692.74,0,0,30.0
"2020-06-01 10:30:00",23687.83,23712.15,23687.83,23700.66,0,0,30.0
"2020-06-01 10:31:00",23699.97,23702.57,23677.56,23677.56,0,0,29.0
"2020-06-01 10:32:00",23675.33,23675.73,23667.35,23675.3,0,0,28.0
"2020-06-01 10:33:00",23676.07,23676.92,23666.26,23675.71,0,0,30.0
"2020-06-01 10:34:00",23676.19,23680.11,23672.15,23679.87,0,0,29.0
"2020-06-01 10:35:00",23680.2,23682.53,23677.25,23682.48,0,0,30.0
"2020-06-01 10:36:00",23680.97,23685.89,23676.57,23680.92,0,0,30.0
"2020-06-01 10:37:00",23683.09,23689.36,23682.82,23686.31,0,0,29.0
"2020-06-01 10:38:00",23686.67,23688.22,23680.32,23685.42,0,0,29.0
"2020-06-01 10:39:00",23683.61,23694.6,23680.34,23689.05,0,0,28.0
"2020-06-01 10:40:00",23686.9,23697.89,23686.9,23693.57,0,0,29.0
"2020-06-01 10:41:00",23695.97,23717.82,23694.07,23713.67,0,0,30.0
"2020-06-01 10:42:00",23713.37,23729.09,23706.58,23724.7,0,0,30.0
"2020-06-01 10:43:00",23721.79,23752.59,23718.83,23745.31,0,0,30.0
"2020-06-01 10:44:00",23751.52,23766.87,23746.99,23751.3,0,0,30.0
"2020-06-01 10:45:00",23751.47,23755.72,23739.69,23739.7,0,0,28.0
"2020-06-01 10:46:00",23742.16,23746.95,23733.3,23746.95,0,0,29.0
"2020-06-01 10:47:00",23743.97,23750.81,23738.99,23743.41,0,0,30.0
"2020-06-01 10:48:00",23742.9,23744.54,23727.09,23731.48,0,0,29.0
"2020-06-01 10:49:00",23732.11,23737.28,23727.83,23730.65,0,0,30.0
"2020-06-01 10:50:00",23732.57,23735.5,23725.03,23728.04,0,0,29.0
"2020-06-01 10:51:00",23729.94,23736.67,23728.07,23736.67,0,0,29.0
"2020-06-01 10:52:00",23737.51,23737.51,23726.92,23728.98,0,0,28.0
"2020-06-01 10:53:00",23724.21,23726.89,23718.08,23724.71,0,0,29.0
"2020-06-01 10:54:00",23722.67,23728.95,23716.25,23727.98,0,0,29.0
"2020-06-01 10:55:00",23729.78,23733.91,23721.73,23724.69,0,0,29.0
"2020-06-01 10:56:00",23726.59,23732.68,23718.4,23724.63,0,0,29.0
"2020-06-01 10:57:00",23725.79,23730.82,23717.99,23719.17,0,0,30.0
"2020-06-01 10:58:00",23720.51,23729.77,23717.25,23724.16,0,0,28.0
"2020-06-01 10:59:00",23721.81,23736.24,23717.5,23730.84,0,0,30.0
"2020-06-01 11:00:00",23738.26,23748.1,23731.92,23748.1,0,0,30.0
"2020-06-01 11:01:00",23747.46,23765.77,23747.46,23755.74,0,0,30.0
"2020-06-01 11:02:00",23758.64,23766.99,23755.13,23762.95,0,0,28.0
"2020-06-01 11:03:00",23763.97,23763.98,23743.42,23747.38,0,0,29.0
"2020-06-01 11:04:00",23745.48,23749.68,23740.0,23743.38,0,0,30.0
"2020-06-01 11:05:00",23741.24,23750.77,23741.24,23742.64,0,0,29.0
"2020-06-01 11:06:00",23741.11,23752.94,23739.49,23751.62,0,0,30.0
"2020-06-01 11:07:00",23753.79,23782.57,23747.91,23771.75,0,0,29.0
"2020-06-01 11:08:00",23779.97,23780.82,23758.92,23764.49,0,0,29.0
"2020-06-01 11:09:00",23764.36,23766.91,23751.43,23754.81,0,0,30.0
"2020-06-01 11:10:00",23747.53,23749.92,23735.3,23735.3,0,0,29.0
"2020-06-01 11:11:00",23736.92,23744.65,23731.48,23735.83,0,0,29.0
"2020-06-01 11:12:00",23733.31,23740.39,23732.59,23738.08,0,0,29.0
"2020-06-01 11:13:00",23738.28,23741.15,23725.91,23732.82,0,0,29.0
"2020-06-01 11:14:00",23730.31,23734.14,23722.86,23725.39,0,0,29.0
"2020-06-01 11:15:00",23725.36,23729.52,23719.6,23723.78,0,0,29.0
"2020-06-01 11:16:00",23723.8,23731.37,23718.05,23723.2,0,0,29.0
"2020-06-01 11:17:00",23727.63,23733.59,23721.72,23721.83,0,0,30.0
"2020-06-01 11:18:00",23726.69,23728.7,23721.93,23721.94,0,0,28.0
"2020-06-01 11:19:00",23724.21,23732.77,23720.72,23728.11,0,0,29.0
"2020-06-01 11:20:00",23731.83,23731.83,23717.61,23718.6,0,0,30.0
"2020-06-01 11:21:00",23720.29,23724.76,23712.43,23712.44,0,0,28.0
"2020-06-01 11:22:00",23714.62,23720.9,23711.08,23715.16,0,0,28.0
"2020-06-01 11:23:00",23717.06,23721.78,23714.19,23718.99,0,0,27.0
"2020-06-01 11:24:00",23712.69,23729.82,23712.35,23723.2,0,0,30.0
"2020-06-01 11:25:00",23724.0,23729.37,23719.02,23720.58,0,0,29.0
"2020-06-01 11:26:00",23726.36,23730.77,23719.23,23721.61,0,0,30.0
"2020-06-01 11:27:00",23723.44,23732.52,23719.59,23727.01,0,0,29.0
"2020-06-01 11:28:00",23729.62,23733.48,23724.44,23729.76,0,0,27.0
"2020-06-01 11:29:00",23732.38,23735.22,23718.13,23718.34,0,0,28.0
"2020-06-01 11:30:00",23720.37,23723.76,23700.18,23700.51,0,0,29.0
"2020-06-01 11:31:00",23701.79,23705.23,23699.18,23700.04,0,0,26.0
"2020-06-01 11:32:00",23699.86,23708.83,23697.89,23707.88,0,0,28.0
"2020-06-01 11:33:00",23704.37,23731.36,23702.08,23727.87,0,0,28.0
"2020-06-01 11:34:00",23728.48,23743.98,23717.58,23734.84,0,0,29.0
"2020-06-01 11:35:00",23735.32,23735.37,23723.42,23728.06,0,0,29.0
"2020-06-01 11:36:00",23729.12,23731.36,23724.27,23727.71,0,0,25.0
"2020-06-01 11:37:00",23727.32,23729.39,23720.72,23723.39,0,0,27.0
"2020-06-01 11:38:00",23726.29,23726.29,23716.15,23720.16,0,0,29.0
"2020-06-01 11:39:00",23720.5,23721.89,23713.02,23717.94,0,0,29.0
"2020-06-01 11:40:00",23715.18,23720.67,23713.82,23715.11,0,0,24.0
"2020-06-01 11:41:00",23717.06,23723.78,23714.08,23718.05,0,0,28.0
"2020-06-01 11:42:00",23719.79,23722.48,23714.81,23719.56,0,0,26.0
"2020-06-01 11:43:00",23719.83,23725.61,23717.4,23725.61,0,0,28.0
"2020-06-01 11:44:00",23726.09,23726.09,23716.51,23721.34,0,0,28.0
"2020-06-01 11:45:00",23724.69,23724.69,23718.18,23720.86,0,0,30.0
"2020-06-01 11:46:00",23722.19,23724.4,23717.05,23723.01,0,0,27.0
"2020-06-01 11:47:00",23722.74,23723.26,23715.1,23716.96,0,0,27.0
"2020-06-01 11:48:00",23716.46,23727.5,23716.46,23718.33,0,0,29.0
"2020-06-01 11:49:00",23718.34,23723.85,23714.64,23723.58,0,0,29.0
"2020-06-01 11:50:00",23723.36,23725.03,23714.6,23717.88,0,0,28.0
"2020-06-01 11:51:00",23718.93,23726.52,23716.17,23722.49,0,0,28.0
"2020-06-01 11:52:00",23722.61,23723.64,23717.01,23719.11,0,0,29.0
"2020-06-01 11:53:00",23719.83,23721.51,23713.02,23719.02,0,0,30.0
"2020-06-01 11:54:00",23716.37,23716.93,23701.23,23704.03,0,0,30.0
"2020-06-01 11:55:00",23702.23,23702.23,23686.9,23691.64,0,0,28.0
"2020-06-01 11:56:00",23691.85,23701.49,23689.99,23701.49,0,0,30.0
"2020-06-01 11:57:00",23703.95,23703.95,23694.55,23699.41,0,0,26.0
"2020-06-01 11:58:00",23694.98,23702.41,23693.13,23701.52,0,0,30.0
"2020-06-01 11:59:00",23701.2,23706.32,23698.08,23700.48,0,0,30.0
"2020-06-01 13:00:00",23708.62,23731.43,23708.61,23725.84,0,0,29.0
"2020-06-01 13:01:00",23730.19,23748.95,23730.18,23748.95,0,0,30.0
"2020-06-01 13:02:00",23746.84,23752.27,23742.6,23747.17,0,0,28.0
"2020-06-01 13:03:00",23748.42,23748.42,23734.81,23741.69,0,0,29.0
"2020-06-01 13:04:00",23741.58,23741.58,23733.15,23735.22,0,0,29.0
"2020-06-01 13:05:00",23734.9,23734.9,23706.71,23706.71,0,0,28.0
"2020-06-01 13:06:00",23707.33,23715.14,23702.88,23707.95,0,0,29.0
"2020-06-01 13:07:00",23708.36,23716.87,23706.39,23711.9,0,0,29.0
"2020-06-01 13:08:00",23712.41,23712.41,23705.88,23708.56,0,0,27.0
"2020-06-01 13:09:00",23711.85,23720.7,23711.85,23715.33,0,0,30.0
"2020-06-01 13:10:00",23715.93,23722.07,23713.17,23714.5,0,0,30.0
"2020-06-01 13:11:00",23716.56,23722.15,23714.59,23719.38,0,0,28.0
"2020-06-01 13:12:00",23718.61,23734.43,23717.46,23729.31,0,0,30.0
"2020-06-01 13:13:00",23730.63,23730.64,23723.6,23727.64,0,0,28.0
"2020-06-01 13:14:00",23727.33,23731.27,23725.6,23729.08,0,0,30.0
"2020-06-01 13:15:00",23725.51,23749.43,23723.94,23747.24,0,0,28.0
"2020-06-01 13:16:00",23749.06,23749.07,23740.72,23742.54,0,0,28.0
"2020-06-01 13:17:00",23744.59,23757.39,23738.55,23754.08,0,0,29.0
"2020-06-01 13:18:00",23753.68,23755.02,23744.32,23748.31,0,0,29.0
"2020-06-01 13:19:00",23746.85,23753.59,23743.85,23745.0,0,0,29.0
"2020-06-01 13:20:00",23743.34,23749.99,23740.1,23749.27,0,0,27.0
"2020-06-01 13:21:00",23748.69,23748.69,23740.56,23744.2,0,0,26.0
"2020-06-01 13:22:00",23746.39,23758.73,23740.44,23757.95,0,0,28.0
"2020-06-01 13:23:00",23756.56,23766.32,23751.33,23766.09,0,0,29.0
"2020-06-01 13:24:00",23766.31,23778.73,23764.34,23777.73,0,0,29.0
"2020-06-01 13:25:00",23777.66,23799.34,23773.61,23799.29,0,0,30.0
"2020-06-01 13:26:00",23797.62,23802.78,23792.35,23798.58,0,0,30.0
"2020-06-01 13:27:00",23798.2,23798.2,23782.74,23784.03,0,0,27.0
"2020-06-01 13:28:00",23782.24,23782.24,23775.21,23781.37,0,0,29.0
"2020-06-01 13:29:00",23780.64,23780.65,23762.13,23765.84,0,0,29.0
"2020-06-01 13:30:00",23764.72,23771.36,23760.1,23767.73,0,0,29.0
"2020-06-01 13:31:00",23768.14,23773.77,23764.17,23771.8,0,0,29.0
"2020-06-01 13:32:00",23771.08,23773.23,23766.96,23772.72,0,0,29.0
"2020-06-01 13:33:00",23771.76,23773.75,23767.97,23771.02,0,0,27.0
"2020-06-01 13:34:00",23768.7,23781.7,23768.58,23772.68,0,0,30.0
"2020-06-01 13:35:00",23775.82,23782.01,23770.93,23776.36,0,0,29.0
"2020-06-01 13:36:00",23773.29,23777.7,23765.48,23769.24,0,0,28.0
"2020-06-01 13:37:00",23766.4,23775.73,23766.4,23769.66,0,0,28.0
"2020-06-01 13:38:00",23771.43,23775.48,23764.64,23772.56,0,0,29.0
"2020-06-01 13:39:00",23772.33,23773.68,23762.64,23765.07,0,0,30.0
"2020-06-01 13:40:00",23764.85,23768.66,23761.85,23764.9,0,0,29.0
"2020-06-01 13:41:00",23763.78,23767.92,23754.98,23754.98,0,0,28.0
"2020-06-01 13:42:00",23752.91,23758.34,23750.08,23751.54,0,0,30.0
"2020-06-01 13:43:00",23748.88,23750.32,23742.81,23746.26,0,0,29.0
"2020-06-01 13:44:00",23741.51,23750.23,23741.44,23746.68,0,0,28.0
"2020-06-01 13:45:00",23747.26,23766.86,23746.19,23756.0,0,0,30.0
"2020-06-01 13:46:00",23756.56,23758.61,23751.4,23753.27,0,0,29.0
"2020-06-01 13:47:00",23754.07,23758.79,23746.93,23754.04,0,0,27.0
"2020-06-01 13:48:00",23755.35,23757.07,23749.22,23753.37,0,0,29.0
"2020-06-01 13:49:00",23753.57,23757.94,23749.93,23749.93,0,0,29.0
"2020-06-01 13:50:00",23751.57,23758.12,23749.48,23754.13,0,0,29.0
"2020-06-01 13:51:00",23753.94,23759.81,23752.28,23754.0,0,0,29.0
"2020-06-01 13:52:00",23753.0,23760.06,23748.84,23752.02,0,0,29.0
"2020-06-01 13:53:00",23752.75,23755.62,23748.6,23751.81,0,0,29.0
"2020-06-01 13:54:00",23753.01,23754.41,23748.47,23751.02,0,0,30.0
"2020-06-01 13:55:00",23755.64,23755.65,23745.78,23748.52,0,0,29.0
"2020-06-01 13:56:00",23748.21,23753.44,23744.92,23748.62,0,0,30.0
"2020-06-01 13:57:00",23747.39,23761.33,23747.39,23759.69,0,0,30.0
"2020-06-01 13:58:00",23757.31,23769.98,23754.28,23761.64,0,0,29.0
"2020-06-01 13:59:00",23758.69,23764.57,23755.24,23760.19,0,0,30.0
"2020-06-01 14:00:00",23763.76,23764.2,23744.42,23754.29,0,0,30.0
"2020-06-01 14:01:00",23754.03,23754.03,23735.39,23741.13,0,0,28.0
"2020-06-01 14:02:00",23737.69,23737.69,23726.68,23729.36,0,0,29.0
"2020-06-01 14:03:00",23728.82,23729.36,23723.13,23727.45,0,0,27.0
"2020-06-01 14:04:00",23726.62,23729.4,23721.61,23728.26,0,0,27.0
"2020-06-01 14:05:00",23728.69,23731.76,23722.93,23728.78,0,0,25.0
"2020-06-01 14:06:00",23727.66,23729.9,23721.56,23725.43,0,0,29.0
"2020-06-01 14:07:00",23725.21,23736.79,23723.49,23733.07,0,0,26.0
"2020-06-01 14:08:00",23732.89,23746.26,23731.1,23738.0,0,0,29.0
"2020-06-01 14:09:00",23740.13,23742.45,23732.48,23733.3,0,0,30.0
"2020-06-01 14:10:00",23733.02,23739.35,23729.1,23731.53,0,0,30.0
"2020-06-01 14:11:00",23730.84,23735.74,23720.55,23721.88,0,0,29.0
"2020-06-01 14:12:00",23718.1,23727.52,23715.35,23720.64,0,0,29.0
"2020-06-01 14:13:00",23719.44,23722.44,23714.21,23714.71,0,0,30.0
"2020-06-01 14:14:00",23711.62,23715.24,23707.72,23713.74,0,0,28.0
"2020-06-01 14:15:00",23713.92,23714.36,23705.15,23707.96,0,0,30.0
"2020-06-01 14:16:00",23709.88,23719.44,23707.58,23713.73,0,0,29.0
"2020-06-01 14:17:00",23715.87,23719.51,23706.88,23713.65,0,0,28.0
"2020-06-01 14:18:00",23714.99,23721.36,23708.82,23714.03,0,0,30.0
"2020-06-01 14:19:00",23716.37,23716.37,23705.01,23710.36,0,0,29.0
"2020-06-01 14:20:00",23707.26,23714.65,23705.24,23708.91,0,0,30.0
"2020-06-01 14:21:00",23708.19,23710.73,23702.1,23706.75,0,0,30.0
"2020-06-01 14:22:00",23705.42,23714.35,23702.8,23710.13,0,0,30.0
"2020-06-01 14:23:00",23708.18,23717.39,23706.43,23710.7,0,0,29.0
"2020-06-01 14:24:00",23708.72,23718.82,23708.3,23715.55,0,0,29.0
"2020-06-01 14:25:00",23716.37,23717.6,23709.83,23711.9,0,0,28.0
"2020-06-01 14:26:00",23710.33,23732.64,23707.34,23732.63,0,0,30.0
"2020-06-01 14:27:00",23732.65,23737.82,23728.33,23729.3,0,0,30.0
"2020-06-01 14:28:00",23732.7,23737.22,23726.27,23737.21,0,0,28.0
"2020-06-01 14:29:00",23733.03,23740.58,23729.78,23735.55,0,0,28.0
"2020-06-01 14:30:00",23736.13,23736.14,23718.78,23722.06,0,0,29.0
"2020-06-01 14:31:00",23721.16,23725.92,23713.09,23716.72,0,0,27.0
"2020-06-01 14:32:00",23716.43,23724.61,23712.35,23714.76,0,0,29.0
"2020-06-01 14:33:00",23713.42,23717.69,23708.01,23709.62,0,0,30.0
"2020-06-01 14:34:00",23714.34,23718.81,23711.84,23715.5,0,0,28.0
"2020-06-01 14:35:00",23715.32,23716.14,23711.28,23714.55,0,0,29.0
"2020-06-01 14:36:00",23714.71,23721.49,23706.22,23721.49,0,0,30.0
"2020-06-01 14:37:00",23722.33,23726.64,23715.38,23721.71,0,0,28.0
"2020-06-01 14:38:00",23723.24,23750.73,23722.71,23740.13,0,0,30.0
"2020-06-01 14:39:00",23742.53,23748.04,23741.16,23748.04,0,0,30.0
"2020-06-01 14:40:00",23748.11,23748.42,23740.44,23746.31,0,0,28.0
"2020-06-01 14:41:00",23743.03,23749.15,23740.18,23744.42,0,0,29.0
"2020-06-01 14:42:00",23739.39,23752.08,23739.39,23743.51,0,0,28.0
"2020-06-01 14:43:00",23745.41,23749.4,23742.6,23745.41,0,0,30.0
"2020-06-01 14:44:00",23741.42,23755.2,23741.01,23748.16,0,0,29.0
"2020-06-01 14:45:00",23748.48,23756.94,23746.02,23756.94,0,0,29.0
"2020-06-01 14:46:00",23753.22,23783.54,23746.1,23781.8,0,0,30.0
"2020-06-01 14:47:00",23780.5,23780.5,23771.72,23777.65,0,0,29.0
"2020-06-01 14:48:00",23773.79,23781.69,23769.16,23769.16,0,0,29.0
"2020-06-01 14:49:00",23772.08,23773.45,23763.27,23766.43,0,0,28.0
"2020-06-01 14:50:00",23767.31,23769.72,23759.92,23763.08,0,0,29.0
"2020-06-01 14:51:00",23762.85,23765.16,23754.6,23757.64,0,0,28.0
"2020-06-01 14:52:00",23757.31,23760.97,23752.82,23756.43,0,0,30.0
"2020-06-01 14:53:00",23757.68,23759.02,23752.34,23756.64,0,0,29.0
"2020-06-01 14:54:00",23753.82,23760.65,23749.52,23753.03,0,0,30.0
"2020-06-01 14:55:00",23755.7,23760.15,23750.46,23752.63,0,0,29.0
"2020-06-01 14:56:00",23753.87,23756.94,23747.51,23749.31,0,0,29.0
"2020-06-01 14:57:00",23748.72,23754.92,23746.05,23754.92,0,0,28.0
"2020-06-01 14:58:00",23753.29,23756.52,23743.16,23743.16,0,0,29.0
"2020-06-01 14:59:00",23746.52,23752.65,23743.66,23751.42,0,0,30.0
"2020-06-01 15:00:00",23746.5,23752.83,23744.82,23748.97,0,0,26.0
"2020-06-01 15:01:00",23747.03,23752.27,23741.13,23743.47,0,0,30.0
"2020-06-01 15:02:00",23742.63,23747.15,23736.73,23737.93,0,0,29.0
"2020-06-01 15:03:00",23735.75,23749.07,23735.75,23741.58,0,0,30.0
"2020-06-01 15:04:00",23747.1,23747.1,23737.86,23739.56,0,0,29.0
"2020-06-01 15:05:00",23738.8,23746.32,23738.23,23739.49,0,0,30.0
"2020-06-01 15:06:00",23739.06,23742.98,23733.06,23738.96,0,0,30.0
"2020-06-01 15:07:00",23739.89,23742.66,23731.22,23740.39,0,0,29.0
"2020-06-01 15:08:00",23737.89,23741.18,23730.8,23738.05,0,0,30.0
"2020-06-01 15:09:00",23737.64,23737.76,23727.3,23730.83,0,0,30.0
"2020-06-01 15:10:00",23732.89,23736.32,23718.82,23727.48,0,0,30.0
"2020-06-01 15:11:00",23722.66,23734.48,23721.42,23731.47,0,0,30.0
"2020-06-01 15:12:00",23732.69,23738.9,23727.57,23730.69,0,0,28.0
"2020-06-01 15:13:00",23731.6,23736.99,23725.41,23732.17,0,0,30.0
"2020-06-01 15:14:00",23733.9,23736.37,23729.46,23732.79,0,0,30.0
"2020-06-01 15:15:00",23735.26,23736.56,23727.83,23732.37,0,0,30.0
"2020-06-01 15:16:00",23731.1,23738.01,23726.24,23729.34,0,0,29.0
"2020-06-01 15:17:00",23729.28,23743.22,23729.27,23740.52,0,0,30.0
"2020-06-01 15:18:00",23740.15,23743.72,23735.19,23735.83,0,0,30.0
"2020-06-01 15:19:00",23734.71,23743.11,23733.42,23735.26,0,0,29.0
"2020-06-01 15:20:00",23735.46,23741.56,23729.77,23738.32,0,0,29.0
"2020-06-01 15:21:00",23737.07,23741.18,23732.27,23738.77,0,0,30.0
"2020-06-01 15:22:00",23737.8,23740.9,23730.27,23730.27,0,0,30.0
"2020-06-01 15:23:00",23730.71,23742.48,23730.71,23735.81,0,0,30.0
"2020-06-01 15:24:00",23734.2,23747.11,23734.19,23743.33,0,0,30.0
"2020-06-01 15:25:00",23743.18,23747.83,23740.72,23746.76,0,0,29.0
"2020-06-01 15:26:00",23747.76,23748.12,23737.85,23742.26,0,0,30.0
"2020-06-01 15:27:00",23745.75,23745.75,23729.47,23729.47,0,0,29.0
"2020-06-01 15:28:00",23731.19,23733.54,23718.1,23720.77,0,0,29.0
"2020-06-01 15:29:00",23720.22,23727.87,23717.05,23724.76,0,0,30.0
"2020-06-01 15:30:00",23724.88,23728.16,23716.5,23728.16,0,0,29.0
"2020-06-01 15:31:00",23721.22,23722.4,23714.31,23717.46,0,0,29.0
"2020-06-01 15:32:00",23711.44,23714.83,23706.51,23714.83,0,0,29.0
"2020-06-01 15:33:00",23712.44,23723.48,23711.14,23716.62,0,0,30.0
"2020-06-01 15:34:00",23715.33,23721.37,23710.24,23716.41,0,0,30.0
"2020-06-01 15:35:00",23711.43,23717.14,23697.28,23717.13,0,0,30.0
"2020-06-01 15:36:00",23714.44,23721.65,23709.96,23721.64,0,0,30.0
"2020-06-01 15:37:00",23717.04,23723.69,23703.49,23713.12,0,0,30.0
"2020-06-01 15:38:00",23705.88,23707.92,23695.82,23701.18,0,0,30.0
"2020-06-01 15:39:00",23697.79,23708.51,23696.34,23704.84,0,0,30.0
"2020-06-01 15:40:00",23706.21,23724.64,23703.58,23721.04,0,0,29.0
"2020-06-01 15:41:00",23723.8,23730.9,23714.69,23728.55,0,0,30.0
"2020-06-01 15:42:00",23722.29,23722.29,23709.71,23715.72,0,0,29.0
"2020-06-01 15:43:00",23710.91,23730.49,23710.91,23722.21,0,0,30.0
"2020-06-01 15:44:00",23720.49,23729.73,23717.35,23718.0,0,0,30.0
"2020-06-01 15:45:00",23721.9,23734.43,23721.9,23724.77,0,0,30.0
"2020-06-01 15:46:00",23721.88,23734.24,23721.88,23727.82,0,0,30.0
"2020-06-01 15:47:00",23721.15,23730.79,23718.27,23722.0,0,0,30.0
"2020-06-01 15:48:00",23719.91,23732.94,23719.91,23723.84,0,0,29.0
"2020-06-01 15:49:00",23720.13,23736.14,23717.6,23726.82,0,0,30.0
"2020-06-01 15:50:00",23723.64,23737.15,23718.03,23730.42,0,0,30.0
"2020-06-01 15:51:00",23720.35,23736.87,23720.35,23725.74,0,0,30.0
"2020-06-01 15:52:00",23722.39,23740.27,23721.18,23736.71,0,0,30.0
"2020-06-01 15:53:00",23731.59,23745.52,23725.77,23728.0,0,0,30.0
"2020-06-01 15:54:00",23729.27,23742.15,23724.07,23736.07,0,0,30.0
"2020-06-01 15:55:00",23727.74,23736.01,23718.42,23729.76,0,0,30.0
"2020-06-01 15:56:00",23721.85,23730.11,23717.73,23721.7,0,0,30.0
"2020-06-01 15:57:00",23724.2,23737.32,23720.1,23732.79,0,0,30.0
"2020-06-01 15:58:00",23732.24,23747.03,23726.84,23745.41,0,0,30.0
"2020-06-01 15:59:00",23743.16,23746.73,23727.32,23740.01,0,0,30.0
"2020-06-01 16:00:00",23739.85,23739.85,23739.85,23739.85,0,0,1.0
"2020-06-01 16:01:00",23739.85,23739.85,23739.85,23739.85,0,0,0.0
